codigo;nombre;ubicacion;;
412;T40243;ARMARIO 4. PUERTA 1, LADO H, SUPERIOR CENTRO;;
413;4021;ARMARIO 4, PUERTA 1 LADO H, SUPERIOR CENTRO;;
414;T10421;ARMARIO 4, PUERTA 1, LADO H, SUPERIOR CENTRO;;
415;T20143/1/2;ARMARIO 4, PUERTA 1, LADO H, SUPERIOR CENTRO;;
416;T10094A;ARMARIO 4, PUERTA 1,  LADO H, SUPERIOR DERECHO;;
417;T40266;ARMARIO 4, PUERTA 1, LADO H, SUPERIOR DERECHO;;
418;T40271/1/2;ARMARIO 4, PUERTA 1,  LADO H, SUPERIOR DERECHO;;
419;T10060A;ARMARIO 4, PUERTA 1,  LADO H, SUPERIOR DERECHO;;
420;T40298/1;ARMARIO 4, PUERTA 1, LADO H, SUPERIOR IZQUIERDO;;
421;T40384;ARMARIO 4, PUERTA 1, LADO H, SUPERIOR IZQUIERDO;;
422;T40320/1/2/3;ARMARIO 4, PUERTA 1, LADO H, SUPERIOR CENTRO;;
470;T10420;ARMARIO 4, PUERTA 1, LADO H, SUPERIOR CENTRO;;
471;30-100;ARMARIO 4, PUERTA 1, LADO H, SUPERIOR CENTRO;;
472;T10465;ARMARIO 4, PUERTA 1, LADO H, SUPERIOR DERECHO;;
473;2003/2A;ARMARIO 4, PUERTA 1, LADO H, SUPERIOR DERECHO;;
474; 2003 / 1 / 2;ARMARIO 4, PUERTA 1, LADO H, SUPERIOR DERECHO;;
476;T10095A;ARMARIO 4, PUERTA 1, LADO H, CENTRO  IZQUIERDO;;
477;T10236;ARMARIO 4, PUERTA 1,  LADO H, CENTRO IZQUIERDO;;
478;T10179;ARMARIO 4, PUERTA 1,  LADO H, CENTRO CENTRO;;
479;T50069;ARMARIO 4, PUERTA1,  LADO H, CENTRO CENTRO;;
480;T40245;ARMARIO 4, PUERTA1,  LADO H, CENTRO CENTRO;;
481;VAS6845;ARMARIO 4, PUERTA1,  LADO H, CENTRO CENTRO;;
482;T10061;ARMARIO 4, PUERTA1,  LADO H, CENTRO CENTRO;;
483;T10473;ARMARIO 4, PUERTA1,  LADO H,  CENTRO CENTRO;;
484;T10518A;ARMARIO 4, PUERTA1,  LADO H, CENTRO DERECHO;;
487;T10407;ARMARIO 4, PUERTA1,  LADO H, CENTRO DERECHO;;
488;T10376;ARMARIO 4, PUERTA1,  LADO H, CENTRO IZQUIERDO;;
489;T10558A;ARMARIO 4, PUERTA1,  LADO H, CENTRO IZQUIERDO;;
498;T10022;ARMARIO 4, PUERTA1,  LADO H, CENTRO IZQUIERDO;;
499;T10027 A;ARMARIO 4, PUERTA1,  LADO H, CENTRO CENTRO;;
500;T10370;ARMARIO 4, PUERTA1,  LADO H, CENTRO DERECHO;;
510;T10538;ARMARIO 4, PUERTA1,  LADO H, CENTRO CENTRO;;
511;VW001Z;ARMARIO 4, PUERTA1,  LADO H, CENTRO CENTRO;;
512;T40098;ARMARIO 4, PUERTA1,  LADO H, CENTRO CENTRO;;
513;T40049;ARMARIO 4, PUERTA1,  LADO H, CENTRO CENTRO;;
514;T10388;ARMARIO 4, PUERTA1,  LADO H, CENTRO DERECHO;;
515;3150;ARMARIO 4, PUERTA1,  LADO H, CENTRO DERECHO;;
516;T10172A;ARMARIO 4, PUERTA1,  LADO H, CENTRO CENTRO;;
519;VAS294019/1/2/3;ARMARIO 4, PUERTA1,  LADO H, INFERIOR IZQUIERDO;;
521;T10254;ARMARIO 4, PUERTA1,  LADO H, INFERIOR CENTRO;;
522;T10361A;ARMARIO 4, PUERTA1,  LADO H, INFERIOR DERECHO;;
528;VW408A;ARMARIO 4, PUERTA1,  LADO H, INFERIOR IZQUIERDO;;
529;VAS251-621;ARMARIO 4, PUERTA1,  LADO H, INFERIOR CENTRO;;
530;T40313;ARMARIO 4, PUERTA1,  LADO H, INFERIOR CENTRO;;
531;VW207;ARMARIO 4, PUERTA1,  LADO H, INFERIOR DERECHO;;
532;T10525;ARMARIO 4, PUERTA1,  LADO H, INFERIOR DERECHO;;
533;T10252;ARMARIO 4, PUERTA1,  LADO H, INFERIOR DERECHO;;
535;PINZA TAPIZADO;ARMARIO 4, PUERTA 1, LADO H, INFERIOR DERECHO;;
534;6280-1CT;ARMARIO 4, PUERTA1,  LADO H, INFERIOR CENTRO;;
536;T10545;ARMARIO 4, PUERTA 1, LADO H, INFERIOR DERECHO;;
537;VW382;ARMARIO 4, PUERTA 1, LADO H, INFERIOR DERECHO;;
538;3212;ARMARIO 4, PUERTA 1, LADO H, INFERIOR DERECHO;;
558;T40280;ARMARIO 4, PUERTA1,  LADO H, CENTRO DERECHO;;
559;VAS 251621;ARMARIO 4, PUERTA1,  LADO H, INFERIOR  CENTRO;;
562;T10479B;ARMARIO 1, PUERTA 3, LADO D, CENTRO DERECHA;;
564;VAS 251 401;ARMARIO 1, PUERTA 3, LADO D, CENTRO DERECHA;;
565;T10530;ARMARIO 4, PUERTA1,  LADO H, CENTRO  DERECHO;;
566;T10468;ARMARIO 4, PUERTA2,  LADO E, CENTRO  CENTRO;;
567;VW423;ARMARIO 4, PUERTA1,  LADO H, CENTRO  DEREHO;;
568;VAS 5056/14;ARMARIO 4, PUERTA4,  LADO B, CENTRO  DEREHO;;
569;T40316;ARMARIO 4, PUERTA1,  LADO H, CENTRO SUPERIOR;;
570;T10405;ARMARIO 4, PUERTA2,  LADO F, SUPERIOR DERECHO;;
576;T10459;ARMARIO 4, PUERTA1,  LADO H, SUPERIOR IZQUIERDO;;
577;10-206;ARMARIO 4, PUERTA1,  LADO H, SUPERIOR IZQUIERDO;;
571;T10494;CAJA DE HERRAMIENTAS PARA PUESTA A PUNTO CWS GOLF;;
;T10476 ;CAJA DE HERRAMIENTAS PARA PUESTA A PUNTO CWS GOLF;;
;T10172;CAJA DE HERRAMIENTAS PARA PUESTA A PUNTO CWS GOLF;;
;T10554;CAJA DE HERRAMIENTAS PARA PUESTA A PUNTO CWS GOLF;;
572;T10050;CAJA DE HERRAMIENTAS PARA PUESTA A PUNTO AMAROK;;
;3359;CAJA DE HERRAMIENTAS PARA PUESTA A PUNTO AMAROK;;
573;T10477;CAJA DE HERRAMIENTAS PARA PUESTA A PUNTO CWS;;
;T10499;CAJA DE HERRAMIENTAS PARA PUESTA A PUNTO CWS;;
;T10500;CAJA DE HERRAMIENTAS PARA PUESTA A PUNTO CWS;;
;T10340;CAJA DE HERRAMIENTAS PARA PUESTA A PUNTO CWS;;
;VAG 1551;SOBRE ARMARIO 4;;
;3253;SOBRE ARMARIO 4;;
;VAS 251419 KUKKO;SOBRE ARMARIO 4;;
;VAS 251411 KUKKO;SOBRE ARMARIO 4;;
;VAS 721001 X 2 ;SOBRE ARMARIO 4;;
;T10520A;SOBRE ARMARIO 4;;
;T10103 ;SOBRE ARMARIO 4;;
;VAS 6430/4;SOBRE ARMARIO 4;;
423;VAG1348;ARMARIO  1 ESTANTE SUPERIOR, LADO IZQUIERDO;;
424;VAG1687;ARMARIO  1  ESTANTE PISO, LADO CENTRO;;
425;VAS6394;ARMARIO  1 ESTANTE SUPERIOR, LADO IZQUIERDO;;
426;VAG1598 / 47;ARMARIO  1 ESTANTE SUPERIOR,  LADO CENTRO;;
427;VAG1598 / 41;ARMARIO  1 ESTANTE SUPERIOR , LADO CENTRO;;
428;VAG1598 / 39;ARMARIO  1 ESTANTE SUPERIOR,  LADO CENTRO;;
429;VAS 6550;ARMARIO 1  ESTANTE INFERIOR,  LADO CENTRO;;
430;VAS 6178;ARMARIO 1 ESTANTE SUPERIOR, LADO DERECHO;;
431;VAG1274 B;ARMARIO 1 ESTANTE SUPERIOR,  LADO DERECHO;;
432;T10531;ARMARIO  1 ESTANTE SUPERIOR,  LADO DERECHO;;
433;T10369;ARMARIO  1 ESTANTE SUPERIOR, LADO DERECHO;;
434;T10133;ARMARIO  1 ESTANTE SUPERIOR,  LADO CENTRO;;
435;T10101A;ARMARIO  1 ESTANTE SUPERIOR,  LADO DERECHO;;
436;T10007 ;ARMARIO  1 ESTANTE SUPERIOR,  LADO  DERECHO;;
437;CAJA VAS5161 / 21;ARMARIO  1 ESTANTE SUPERIOR, LADO DERECHO;;
438;VAS1978 / 35;ARMARIO  1 ESTANTE  CENTRO, LADO CENTRO;;
439;T10001;ARMARIO  1 ESTANTE SUPERIOR, LADO CENTRO;;
440;T10395 A;ARMARIO  1 ESTANTE CENTRO, LADO IZQUIERDO;;
441;VAS6071 MICRO;ARMARIO 1 ESTANTE CENTRO, LADO IZQUIERDO;;
442;VAG6213 / A;ARMARIO 1 ESTANTE CENTRO, LADO IZQUIERDO;;
443;CAJA T10395 B;ARMARIO  1 ESTANTE CENTRO, LADO IZQUIERDO;;
444;VAS5056 / C;ARMARIO  1 ESTANTE CENTRO,  LADO IZQUIERDO;;
445;VAS6122;ARMARIO  1 ESTANTE CENTRO, LADO IZQUIERDO;;
446;T10466;ARMARIO  1 ESTANTE CENTRO, LADO ICENTRO;;
447;VAS5161 A;ARMARIO 1 ESTANTE  CENTRO, LADO CENTRO ;;
448;VAG1474 A;ARMARIO  1 ESTANTE   CENTRO, LADO CENTRO ;;
449;VAG1474 A;ARMARIO  1 ESTANTE  CENTRO, LADO CENTRO;;
450;VAG1397/A;ARMARIO  1 ESTANTE CENTRO, LADO CENTRO;;
451;VAS6096;ARMARIO  1 ESTANTE CENTRO, LADO CENTRO;;
452;VAG1606;ARMARIO  1  ESTANTE CENTRO, LADO CENTRO;;
453;VAS 5187;ARMARIO  1 ESTANTE CENTRO,  LADO DERECHO;;
454;VAS6231;ARMARIO 1 ESTANTE CENTRO, LADO DERECHO;;
455;VAS6154;ARMARIO  1 ESTANTE CENTRO, LADO DERECHO;;
456;VAS6418;ARMARIO 1 ESTANTE CENTRO, LADO DERECHO;;
457;VAS6356;ARMARIO  1 ESTANTE INFERIOR, LADO IZQUIERDO;;
458;VAG1598 ;ARMARIO  1 ESTANTE INFERIOR, LADO IZQUIERDO;;
459;VAS6179;ARMARIO  1 ESTANTE INFERIOR, LADO CENTRO;;
460;VAS 6684;ARMARIO 1 ESTANTE CENTRO, LADO CENTRO ;;
461;3282 / 6;ARMARIO 1 ESTANTE NFERIOR, LADO DERECHO ;;
461;3282 / 10;ARMARIO 1 ESTANTE NFERIOR, LADO DERECHO ;;
461;3282 / 12;ARMARIO 1 ESTANTE NFERIOR, LADO DERECHO ;;
461;3282 / 39;ARMARIO 1 ESTANTE NFERIOR, LADO DERECHO ;;
461;3282 / 5;ARMARIO 1 ESTANTE NFERIOR, LADO DERECHO ;;
461;3282 / 1;ARMARIO 1 ESTANTE NFERIOR, LADO DERECHO ;;
461;3282 / 3;ARMARIO 1 ESTANTE NFERIOR, LADO DERECHO ;;
461;3282 / 4;ARMARIO 1 ESTANTE NFERIOR, LADO DERECHO ;;
461;3282 / 2;ARMARIO 1 ESTANTE NFERIOR, LADO DERECHO ;;
461;3282 / 31;ARMARIO 1 ESTANTE NFERIOR, LADO DERECHO ;;
462;T40095;ARMARIO 1 ESTANTE INFERIOR, LADO CENTRO ;;
462;T40094 A;ARMARIO  1 ESTANTE INFERIOR, LADO CENTRO;;
463;3337;ARMARIO 1 ESTANTE INFERIOR, LADO CENTRO ;;
464;VAG1763;ARMARIO  1 ESTANTE PISO, LADO CENTRO;;
466;VAG1342;ARMARIO 1 ESTANTE PISO, LADO CENTRO ;;
467;TORQUI VAG1331;ARMARIO  1 ESTANTE INFERIOR, LADO IZQUIERDO;;
467;TORQUI VAG1332;ARMARIO  1 ESTANTE INFERIOR, LADO IZQUIERDO;;
467;TORQUI VAG1756 A;ARMARIO  1 ESTANTE INFERIOR, LADO IZQUIERDO;;
467;TORQUI VAS1624;ARMARIO  1 ESTANTE INFERIOR, LADO IZQUIERDO;;
467;VAS6222;ARMARIO  1 ESTANTE INFERIOR, LADO IZQUIERDO;;
470;T10190;ARMARIO  1 ESTANTE SUPERIOR,  LADO DERECHO;;
551;VAS6161;ARMARIO 1, ESTANTE INFERIOR, LADO DERECHO;;
552;T10205A;ARMARIO 1, ESTANTE INFERIOR, LADO DERECHO;;
553;VAG1598;ARMARIO 1, ESTANTE PISO, LADO CENTRO;;
554;VAS6180;ARMARIO 1, ESTANTE PISO, LADO CENTRO;;
555;T10435;ARMARIO 1, ESTANTE PISO, LADO CENTRO;;
556;VAS1978;ARMARIO 1 , ESTANTE PISO, LADO DERECHO;;
557;CARGADOR;ARMARIO1,ESTANTE PISO, LADO IZQUIERDO;;
558;PISTOLA CALOR;ARMARIO 1, ESTANTE PISO, LADO IZQUIERDO;;
559;COMPROBADOR;ARMARIO 1, ESTANTE PISO, LADO IZQUIERDO;;
561;TESTER LAMBDA;ARMARIO 1, TECHO;;
557;CARGADOR;ARMARIO 1, ESTANTE PISO, LADO IZQUIERDO;;
570;T10313;ARMARIO  1 ESTANTE SUPERIOR, LADO IZQUIERDO;;
574;VAS6721;ARMARIO  1 ESTANTE SUPERIOR, LADO CENTRO;;
575;VAS 761 001;ARMARIO  1 ESTANTE SUPERIOR, LADO CENTRO;;
458;VAG1598 A;ARMARIO 1,  EN BOX VAG 1598;;
;VAG1598 / 01;;;
;VAG1598 / 02;;;
;VAG1598 / 03;;;
;VAG1598 / 04;;;
;VAG1598 / 06;;;
;VAG1598 / 07;;;
;VAG1598 / 08;;;
;VAG1598 / 09;;;
;VAG1598 / 10;;;
;VAG1598 / 11;;;
;VAG1598 / 13;;;
;VAG1598 / 18;;;
;VAG1598 / 21;;;
;VAG1598 / 27;;;
;VAG1598 / 41;;;
;VAG1598 / 42;;;
;VAG1655;;;
;VAS5051/66;;;
;VAS5256;;;
;VAS5257;;;
;VAS5258;;;
;VAS5261;;;
;VAS5565;;;
;VAS6229;;;
;VAS6282;;;
;VAS 5570;;;
444;VAS5056/02;ARMARIO 1 CAJA COMPROBADOR AIRBAGS;;
;VAS5094;;;
;VAS5232 / 1;;;
;VW2070;;;
;VAS6046  ;ARMARIO 1  TECHO, COMPRESOR RESORTES;;
;VAS6096 / 1;ARMARIO 1  TECHO, BIDONES PLASTICOS;;
;CAMPAÑA 69AP;ARMARIO 1, ESTANTE CENTRO, CENTRO;;
;T10568;ARMARIO 1, ESTANTE CENTRO, CENTRO;;
;VAS 6161;ARMARIO 1, ESTANTE PISO, LADO IZQUIERDO;;
;3438;GANCHO ;;
;6349;ELIMINADOR DE ADHESIVO DE BAGUETAS, CHAPA;;
;10-222A/10;EN TRAVESA�O PARA SOPORTE DE MOTORES;;
;6230A;TALLER   (BALANCEADORA);;
;VAG1383A ;SOPORTE DE CAJAS;;
;VAG1925;BANCO DE ALINEACION;;
;VAS5055;INTERFAZ DE DIAGNOSTICO ;;
;VAS5234;PURGADOR DE FRENOS;;
;VAS5366;CAJA DE DIAGNOSTICO ;;
;VAS6095, ;PIE BANCO MOTORES;;
;VAS6100;PLUMA;;
;VAS6127 A;OFICINA JEFE DE TALLER;;
;VAS6131 A;MESA HIDRAULICA;;
;VAS6150 A ;HERRAMIENTA DE DIAGNOSTICO ;;
;VAS6381/10;ESTACION DE CARGA A/A;;
;VW540;CENTRO SALA DE MOTORES SOPORTE MOTOR;;
;VW643 / 1;CENTRO SALA DE MOTORES BANCO DE  MOTORES;;
;T15038;SOPORTE DE CAJAS DE VELOCIDAD;;
;10-222 A-12;SALA DE MOTORES;;
;T10038;SALA DE MOTORES, EN PIE DE CAJAS;;
;VAS 5190 A;SALA DE MOTORES, EXTRACTOR DE COMBUSTIBLE;;
;T10012;ENTREPISO;;
;T10108;ENTREPISO;;
;T40093;ARMARIO JAULA;;
;T40093 / 1;ARMARIO JAULA;;
;T40093 / 3 - 4;ARMARIO JAULA;;
;T40093 / 3 - 5;ARMARIO JAULA;;
;T40093 / 3 - 6;ARMARIO JAULA;;
;T40093 / 4;ARMARIO JAULA;;
;T40093 / 6;ARMARIO JAULA;;
;T40093 / 8;ARMARIO JAULA;;
;T40093 / T3 - 2;ARMARIO JAULA;;
;VAS6138 / 8;ARMARIO JAULA ;;
;VAS6180;ARMARIO JAULA ;;
;VW309;ARMARIO JAULA ;;
;3033;ARMARIO JAULA ;;
;3336;ARMARIO JAULA ;;
;10-222A/28;ARMARIO JAULA ;;
563;VAG1869/2;ARMARIO JAULA, CENTRO DERECHO;;
;VAS6131 / 1 / 1  X 2;CAMILLA DE MOTORES;;
;VAS6131 / 3 / 1;CAMILLA DE MOTORES;;
;VAS6131 / 3 / 2;CAMILLA DE MOTORES;;
;VAS6131 / 4 / 2  X 2;CAMILLA DE MOTORES;;
;VAS6131 / 4 / 3 / 1;CAMILLA DE MOTORES;;
;VAS6131 / 4/ 1;CAMILLA DE MOTORES;;
;VAS6131 / 6 / 1;CAMILLA DE MOTORES;;
;VAS6131 / 6 / 2;CAMILLA DE MOTORES;;
;VAS6131 / 6 / 5  X 2;CAMILLA DE MOTORES;;
;VAS6131 / 6 / 6  X 2;CAMILLA DE MOTORES;;
;VAS6131/1-5;CAMILLA DE MOTORES;;
;VAS6131/1-6;CAMILLA DE MOTORES;;
;VAS 6087;CALIBRE PROFUNDIDAD. OFICINA TALLER;;
;VAS 5055/4;LECTOR PARA HERRAMIENTA DIAG. OFICINA TALLER;;
;VAS 761 001;CAJA DE COMPRESORES PINZAS DE FRENO;;
;VAS 6622 A;DRENADOR DE ACEITE MOTOR;;
;3122 B;SACABUJIAS;;
;VAS6079;COMPARADOR;;
;VAS5903;CARGADOR DE BATERIA;;
;1922;EXTRACTOR DE CABLES DE BUJIAS;;
SALA ARCHIVO;VAG 1310;VERIFICADOR PRESION ABS;;
;VAS6430/3;COMPLEMENTO ALINEADORA DE CAMARA RETROCESO;;
;VAS6430/1A;COMPLEMENTO ALINEADORA DE CAMARA RETROCESO;;
;VAS6430/8;COMPLEMENTO ALINEADORA DE CAMARA RETROCESO;;
;VAS 761 001;HERRAMIENTA PARA DESMONTAR FRENOS OFICINA TALLER;;